node_id,source,content_type,green_category,active_green_categories,label,article_id,source_title,section_title,sample_id,llm_topic_name,word_count,text_preview,x,y,z
rule__T010_S0004,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0004,,,,T010_S0004,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Action Button Pressed from LaMetric Time THEN Toggle on/off using WeMo Smart Plug.,13.297078132629395,14.058734893798828,3.1359028816223145
rule__T010_S0005,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0005,,,,T010_S0005,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Long press from WeMo Light Switch THEN Toggle lights on/off using Philips Hue.,13.22317886352539,14.389446258544922,2.7161965370178223
rule__T010_S0007,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0007,,,,T010_S0007,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Press bttn from Bttn THEN Turn off using WeMo Smart Plug.,13.290131568908691,14.103123664855957,3.0930700302124023
rule__T010_S0009,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0009,,,,T010_S0009,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Button press from Wink Relay THEN Turn on using WeMo Smart Plug.,13.355835914611816,14.0476713180542,3.1938726902008057
rule__T010_S0011,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0011,,,,T010_S0011,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Switched on from WeMo Smart Plug THEN Turn on lights using Philips Hue.,13.208763122558594,14.394841194152832,2.7027053833007812
rule__T010_S0012,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0012,,,,T010_S0012,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Button press from Wink Relay THEN Toggle on/off using WeMo Smart Plug.,13.376723289489746,14.079347610473633,3.2228612899780273
rule__T010_S0014,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0014,,,,T010_S0014,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Long press from WeMo Light Switch THEN Toggle on/off using WeMo Light Switch.,13.215940475463867,14.229079246520996,2.8665640354156494
rule__T010_S0015,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0015,,,,T010_S0015,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Long press from WeMo Light Switch THEN Turn off using WeMo Smart Plug.,13.24466609954834,14.179268836975098,2.9460105895996094
rule__T010_S0016,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0016,,,,T010_S0016,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Long press from WeMo Light Switch THEN Turn on using WeMo Light Switch.,13.225963592529297,14.183821678161621,2.917571783065796
rule__T010_S0020,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0020,,,,T010_S0020,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Switched off from WeMo Light Switch THEN Turn off using WeMo Light Switch.,13.121397018432617,14.005921363830566,2.9229884147644043
rule__T010_S0021,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0021,,,,T010_S0021,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Long press from WeMo Light Switch THEN Turn off using WeMo Light Switch.,13.185745239257812,14.228713035583496,2.8336312770843506
rule__T010_S0022,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0022,,,,T010_S0022,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Water leak detected from Home8 THEN Turn off using WeMo Insight Switch.,13.083477020263672,13.849501609802246,2.935688018798828
rule__T010_S0027,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0027,,,,T010_S0027,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Switched on from WeMo Light Switch THEN Turn on lights using Philips Hue.,13.213383674621582,14.405113220214844,2.699453592300415
rule__T010_S0028,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0028,,,,T010_S0028,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Long press from WeMo Light Switch THEN Toggle on/off using WeMo Smart Plug.,13.24824333190918,14.18871021270752,2.94018816947937
rule__T010_S0029,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0029,,,,T010_S0029,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Say a simple phrase from Google Assistant THEN Turn off using WeMo Insight Switch.,13.123737335205078,13.931660652160645,2.961333990097046
rule__T010_S0033,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0033,,,,T010_S0033,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Switched off from WeMo Insight Switch THEN Turn off using LIFX.,13.091556549072266,13.961557388305664,2.930331230163574
rule__T010_S0035,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0035,,,,T010_S0035,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Daily minutes on is longer than from WeMo Insight Switch THEN Turn off using WeMo Insight Switch.,13.04289436340332,13.89411449432373,2.86094069480896
rule__T010_S0038,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0038,,,,T010_S0038,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Long press from WeMo Light Switch THEN Turn on lights using Philips Hue.,13.235087394714355,14.467289924621582,2.6604421138763428
rule__T010_S0039,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0039,,,,T010_S0039,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Switched off from WeMo Light Switch THEN Turn off lights using Philips Hue.,13.206055641174316,14.400354385375977,2.6919193267822266
rule__T010_S0042,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0042,,,,T010_S0042,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Long press from WeMo Light Switch THEN Turn off lights using Philips Hue.,13.22300910949707,14.416028022766113,2.699218511581421
rule__T010_S0045,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0045,,,,T010_S0045,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Switched on from WeMo Light Switch THEN Turn on using WeMo Insight Switch.,13.020669937133789,13.876686096191406,2.836548328399658
rule__T010_S0047,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0047,,,,T010_S0047,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Long press from WeMo Light Switch THEN Toggle on/off using WeMo Insight Switch.,13.206141471862793,14.154669761657715,2.89186429977417
rule__T010_S0048,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0048,,,,T010_S0048,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Long press from WeMo Light Switch THEN Turn off using WeMo Insight Switch.,13.22343635559082,14.14995002746582,2.921485185623169
rule__T010_S0049,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0049,,,,T010_S0049,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Say a simple phrase from Google Assistant THEN Toggle on/off using WeMo Smart Plug.,13.269235610961914,14.008512496948242,3.0785138607025146
rule__T010_S0050,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0050,,,,T010_S0050,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Button press from Button widget THEN Turn on using WeMo Insight Switch.,13.230232238769531,13.960172653198242,3.064190626144409
rule__T010_S0051,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0051,,,,T010_S0051,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Button press from Button widget THEN Toggle on/off using WeMo Insight Switch.,13.213582038879395,13.963735580444336,3.045292854309082
rule__T010_S0052,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0052,,,,T010_S0052,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Button press from Button widget THEN Toggle on/off using WeMo Light Switch.,13.331665992736816,14.069839477539062,3.1548659801483154
rule__T010_S0062,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0062,,,,T010_S0062,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Switched on from WeMo Light Switch THEN Change color using Philips Hue.,13.206830978393555,14.404967308044434,2.6906917095184326
rule__T010_S0064,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0064,,,,T010_S0064,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Press button from Qblinks Qmote THEN Turn on using WeMo Insight Switch.,13.25515365600586,13.923477172851562,3.0957531929016113
rule__T010_S0066,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0066,,,,T010_S0066,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Daily minutes on is longer than from WeMo Insight Switch THEN Toggle on/off using WeMo Insight Switch.,13.036364555358887,13.871576309204102,2.8602333068847656
rule__T010_S0067,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0067,,,,T010_S0067,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Standby mode entered from WeMo Insight Switch THEN Start sleep fader using WeMo Lighting.,13.080048561096191,13.93277645111084,2.872731924057007
rule__T010_S0068,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0068,,,,T010_S0068,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Every day of the week at from Date & Time THEN Turn on using WeMo Insight Switch.,13.059586524963379,13.8546781539917,2.890681743621826
rule__T010_S0069,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0069,,,,T010_S0069,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Arriving home from EVE For Tesla THEN Turn on using WeMo Smart Plug.,13.20042610168457,14.000983238220215,3.02661395072937
rule__T010_S0074,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0074,,,,T010_S0074,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Every day of the week at from Date & Time THEN Turn off then on using WeMo Insight Switch.,13.004555702209473,13.815680503845215,2.87394642829895
rule__T010_S0076,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0076,,,,T010_S0076,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Long press from WeMo Light Switch THEN Turn lights off using LIFX.,13.159857749938965,14.176648139953613,2.8484854698181152
rule__T010_S0081,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0081,,,,T010_S0081,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Standby mode entered from WeMo Insight Switch THEN Turn lights off using LIFX.,13.059813499450684,13.93804931640625,2.915532350540161
rule__T010_S0082,rule_index,green_rule,appliance_energy_management,appliance_energy_management,T010_S0082,,,,T010_S0082,smart_switch_control,,Green category: appliance_energy_management Topic: smart_switch_control Rule: IF Standby mode entered from WeMo Insight Switch THEN Change color of lights using LIFX.,13.103729248046875,13.98519229888916,2.9275240898132324
rule__T013_S0001,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0001,,,,T013_S0001,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature drops below from Weather Underground THEN set temperature using Nest Thermostat based on Weather.,7.24625825881958,-2.7934789657592773,5.708467483520508
rule__T013_S0002,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0002,,,,T013_S0002,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature drops below from Weather Underground THEN play a scenario using Myfox HomeControl to prevent pool water from freezing when below 0°C.,7.054439544677734,-3.476139545440674,4.9820637702941895
rule__T013_S0003,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0003,,,,T013_S0003,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN set temperature using LightwaveRF Heating to lower your house target temperature.,7.046395301818848,-3.3770880699157715,5.079329013824463
rule__T013_S0004,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0004,,,,T013_S0004,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Temperature drops below from Nest Thermostat THEN set temperature setting using NIBE Uplink to raise set temperature.,7.344053268432617,-2.7022783756256104,5.873902797698975
rule__T013_S0005,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0005,,,,T013_S0005,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Temperature drops below from Nest Thermostat THEN set Nest temperature to a configured threshold.,7.340983867645264,-2.631124496459961,5.912492275238037
rule__T013_S0006,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0006,,,,T013_S0006,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN play a scenario using Myfox HomeControl to turn off heating.,7.00174617767334,-3.5316503047943115,4.92430305480957
rule__T013_S0007,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0007,,,,T013_S0007,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Temperature rises above from Nest Thermostat THEN set temperature using Nest Thermostat to keep it from getting too warm.,7.469334602355957,-2.7975971698760986,5.880189418792725
rule__T013_S0008,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0008,,,,T013_S0008,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Temperature drops below from Nest Thermostat THEN activate scene using Hunter Douglas PowerView to open shades.,7.387228965759277,-2.597769260406494,5.948016166687012
rule__T013_S0009,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0009,,,,T013_S0009,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature drops below from Weather Underground THEN set temperature to a permanent hold using Honeywell Total Connect Comfort.,7.089173793792725,-3.7534546852111816,4.7731218338012695
rule__T013_S0010,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0010,,,,T013_S0010,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN set temperature to a permanent hold using Honeywell Lyric to automatically turn on A/C.,7.05594539642334,-3.776987314224243,4.7343220710754395
rule__T013_S0011,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0011,,,,T013_S0011,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature drops below from Weather Underground THEN set TRV Position 5 using LightwaveRF Heating to fully open a TRV.,7.054577350616455,-3.371619939804077,5.05622673034668
rule__T013_S0012,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0012,,,,T013_S0012,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Sunrise from Weather Underground THEN set a zone temperature using Honeywell Single-zone Thermostat.,7.199567794799805,-3.697441816329956,4.858708381652832
rule__T013_S0013,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0013,,,,T013_S0013,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature drops below from Weather Underground THEN set temperature using Nest Thermostat to automatically turn off AC if it's cool outside.,7.267716407775879,-2.8117756843566895,5.692768096923828
rule__T013_S0014,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0014,,,,T013_S0014,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Lock unlocked from August THEN set temperature range using Nest Thermostat.,7.479861259460449,-2.937619924545288,5.7631306648254395
rule__T013_S0015,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0015,,,,T013_S0015,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Lock locked by specific person from August THEN set temperature using Nest Thermostat when leaving home.,7.524940013885498,-3.064465284347534,5.72036075592041
rule__T013_S0016,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0016,,,,T013_S0016,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Device is plugged in from Android Battery THEN set temperature using Nest Thermostat to turn down the temperature when going to bed.,7.621084213256836,-2.7241270542144775,6.029379367828369
rule__T013_S0017,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0017,,,,T013_S0017,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature drops below from Weather Underground THEN start a zone using RainMachine for heated sidewalks.,7.003302097320557,-3.3548038005828857,5.08057975769043
rule__T013_S0018,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0018,,,,T013_S0018,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Every day at from Date & Time THEN set mode using Wattio THERMIC to ensure it is OFF at 0:00.,7.094046115875244,-3.1128735542297363,4.937276840209961
rule__T013_S0019,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0019,,,,T013_S0019,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN start a program using RainMachine to water flower beds.,7.003261566162109,-3.41996169090271,5.1052021980285645
rule__T013_S0020,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0020,,,,T013_S0020,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current condition changes to from Weather Underground THEN set temperature using Nest Thermostat to a minimum temperature if the weather turns cold.,7.312245845794678,-2.890403985977173,5.67083215713501
rule__T013_S0021,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0021,,,,T013_S0021,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Tomorrow's high rises above from Weather Underground THEN set temperature range using Nest Thermostat to lower cooling setpoint.,7.315308570861816,-2.874103307723999,5.708620548248291
rule__T013_S0023,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0023,,,,T013_S0023,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF The security panel has been armed from HomeControl Flex THEN set temperature using Nest Thermostat when leaving for the day.,7.530101299285889,-2.958165168762207,5.805519104003906
rule__T013_S0024,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0024,,,,T013_S0024,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN enable a quick action using Honeywell evohome to change to summer settings.,6.947599411010742,-3.7772305011749268,4.6216044425964355
rule__T013_S0025,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0025,,,,T013_S0025,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN enable a quick action using Honeywell evohome to turn heating off during sunny periods.,6.955203533172607,-3.8003451824188232,4.626713275909424
rule__T013_S0026,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0026,,,,T013_S0026,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN enable a quick action using Honeywell evohome to turn off central heating.,6.972095966339111,-3.7882742881774902,4.646275520324707
rule__T013_S0027,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0027,,,,T013_S0027,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Tomorrow's low drops below from Weather Underground THEN set temperature in location using Wiser Smart to modify heating temperature.,7.052815914154053,-3.1463916301727295,5.179017066955566
rule__T013_S0028,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0028,,,,T013_S0028,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN set temperature using Nest Thermostat to cool down when outside temperature is unbearable.,7.287980079650879,-2.9314382076263428,5.619217395782471
rule__T013_S0029,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0029,,,,T013_S0029,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature drops below from Weather Underground THEN set temperature range using Nest Thermostat to maintain 69-71 degrees.,7.221133232116699,-2.751569986343384,5.722845077514648
rule__T013_S0030,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0030,,,,T013_S0030,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Sunrise from Weather Underground THEN set temperature using Wattio THERMIC to 19°C.,7.106405258178711,-3.1251933574676514,4.939168930053711
rule__T013_S0031,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0031,,,,T013_S0031,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature drops below from Weather Underground THEN set temperature using Nest Thermostat to turn AC to 85°F.,7.236753940582275,-2.7428946495056152,5.725228309631348
rule__T013_S0032,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0032,,,,T013_S0032,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN set temperature using Nest Thermostat to 77°F.,7.27109432220459,-2.838688373565674,5.684478759765625
rule__T013_S0033,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0033,,,,T013_S0033,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN set temperature using Nest Thermostat to 70°F if outside temperature rises above 85°F.,7.334914207458496,-2.896038293838501,5.657582759857178
rule__T013_S0034,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0034,,,,T013_S0034,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN set temperature using Nest Thermostat to drop house temperature.,7.312917709350586,-2.821300745010376,5.750472068786621
rule__T013_S0035,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0035,,,,T013_S0035,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN set temperature using Nest Thermostat to start cooling when it gets too hot.,7.240959644317627,-2.960949420928955,5.595717430114746
rule__T013_S0036,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0036,,,,T013_S0036,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature drops below from Weather Underground THEN set temperature using Nest Thermostat to 25°C.,7.196434497833252,-2.7240843772888184,5.733633041381836
rule__T013_S0037,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0037,,,,T013_S0037,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature drops below from Weather Underground THEN set temperature using Nest Thermostat to 68°F in the bathroom.,7.1505231857299805,-2.6870815753936768,5.747027397155762
rule__T013_S0038,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0038,,,,T013_S0038,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature drops below from Weather Underground THEN set temperature using Nest Thermostat to turn off AC.,7.2390241622924805,-2.7984585762023926,5.686181545257568
rule__T013_S0039,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0039,,,,T013_S0039,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature drops below from Weather Underground THEN set temperature using Nest Thermostat to 70°F when it gets cold.,7.203339576721191,-2.759676694869995,5.7181315422058105
rule__T013_S0040,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0040,,,,T013_S0040,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature drops below from Weather Underground THEN set temperature using Nest Thermostat to make home at least as cool as outside.,7.194046974182129,-2.816655397415161,5.632220268249512
rule__T013_S0041,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0041,,,,T013_S0041,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN set temperature using Nest Thermostat to 70°F when temperature rises above 90°F.,7.237626552581787,-2.8213882446289062,5.705132484436035
rule__T013_S0042,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0042,,,,T013_S0042,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN send a command using openHAB if local temperature exceeds set limit.,7.044614791870117,-3.4037184715270996,5.058857440948486
rule__T013_S0043,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0043,,,,T013_S0043,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature drops below from Weather Underground THEN send a command using openHAB if local temperature is below 22°C.,7.072319984436035,-3.3794424533843994,5.002832412719727
rule__T013_S0044,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0044,,,,T013_S0044,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature drops below from Weather Underground THEN set a zone temperature using Honeywell evohome to 18 degrees for 4 hours.,6.904470443725586,-3.825254440307617,4.5594563484191895
rule__T013_S0045,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0045,,,,T013_S0045,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN set temperature for a period of time using Honeywell Total Connect Comfort.,7.041685581207275,-3.735639810562134,4.731703281402588
rule__T013_S0046,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0046,,,,T013_S0046,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN set temperature for a period of time using Honeywell Total Connect Comfort to cool if outside temperature...,7.029042720794678,-3.658207893371582,4.723023891448975
rule__T013_S0049,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0049,,,,T013_S0049,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN enable a quick action using Honeywell evohome to put house into Economy mode during hot days.,6.961472988128662,-3.8078773021698,4.619938850402832
rule__T013_S0050,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0050,,,,T013_S0050,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN enable a quick action using Honeywell evohome if current temperature rises above 21°C.,6.992579460144043,-3.80610990524292,4.642045021057129
rule__T013_S0051,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0051,,,,T013_S0051,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN enable a quick action using Honeywell evohome to turn off heating above 19 degrees outside.,6.990936756134033,-3.7747840881347656,4.658315181732178
rule__T013_S0052,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0052,,,,T013_S0052,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature drops below from Weather Underground THEN set temperature to a permanent hold using Honeywell Lyric when it drops below 32°F.,7.116560459136963,-3.8163037300109863,4.792110443115234
rule__T013_S0053,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0053,,,,T013_S0053,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature drops below from Weather Underground THEN disable a quick action using Honeywell evohome if current temperature drops below 10°C.,6.940885543823242,-3.7521395683288574,4.623388290405273
rule__T013_S0054,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0054,,,,T013_S0054,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature drops below from Weather Underground THEN enable a quick action using Honeywell evohome to boost heating if temperature drops.,6.965187072753906,-3.803835153579712,4.5929083824157715
rule__T013_S0055,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0055,,,,T013_S0055,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature drops below from Weather Underground THEN enable a quick action using Honeywell evohome to trigger a custom program when temperature drops below a ...,6.921416282653809,-3.7598204612731934,4.5942463874816895
rule__T013_S0056,rule_index,green_rule,hvac_optimization,hvac_optimization,T013_S0056,,,,T013_S0056,temperature_control,,Green category: hvac_optimization Topic: temperature_control Rule: IF Current temperature rises above from Weather Underground THEN set fan to on or auto using Honeywell Total Connect Comfort if temp rises more than 76°F.,7.0784149169921875,-3.779395818710327,4.738976001739502
