triggerTitle,triggerChannelTitle,actionTitle,actionChannelTitle,title,desc,trigger_class,action_class,rule_scope,topic_text,topic_id,topic_name,numtopic_id,sample_id,llm_topic_name,green_category,global_green_relevance,if_then_rule,green_relevance,keep_for_rag
New weight logged,Fitbit,Log your weight,UP by Jawbone,Fitbit to up,Fitbit to up,smart_home,smart_home,core_smart_home,"When New weight logged from Fitbit, do Log your weight using UP by Jawbone. Fitbit to up. Fitbit to up",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0003,,,,,,
Body Scale - Weight measurement rises above,Withings,Log an event,UP by Jawbone,When you're over a certain weight log it in UP for motivation,Includes an amazing black and white photo of Arnold Schwarzenegger in your feed.,smart_home,smart_home,core_smart_home,"When Body Scale - Weight measurement rises above from Withings, do Log an event using UP by Jawbone. When you're over a certain weight log it in UP for motivation. Includes an amazing black and white photo of Arnold Schwarzenegger in your feed.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0004,,,,,,
Body Scale - New measurement,Withings,Log your weight,UP by Jawbone,Log my weight (LBs) from Withings to UP by Jawbone,"When you record a new weight with Withings, cross-post it to Jawbone UP with this Recipe!",smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using UP by Jawbone. Log my weight (LBs) from Withings to UP by Jawbone. When you record a new weight with Withings, cross-post it to Jawbone UP with this Recipe!",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0005,,,,,,
Body Scale - New measurement,Withings,Log your weight,UP by Jawbone,Log my weight (KGs) from Withings to Jawbone UP,"When you record a new weight with Withings, cross-post it to Jawbone UP with this Recipe!",smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using UP by Jawbone. Log my weight (KGs) from Withings to Jawbone UP. When you record a new weight with Withings, cross-post it to Jawbone UP with this Recipe!",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0006,,,,,,
Body Scale - Weight measurement drops below,Withings,Voice announcement,Ubi,Weight is below X message,Send a loved one a motivation message when their weight is below a certain goal.,smart_home,smart_home,core_smart_home,"When Body Scale - Weight measurement drops below from Withings, do Voice announcement using Ubi. Weight is below X message. Send a loved one a motivation message when their weight is below a certain goal.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0007,,,,,,
Body Scale - New measurement,Withings,Add a numerical value,Pryv,Pryv my weight (in lb) form Withings,Choose mass lb in the unit field,smart_home,context,context_aware_smart_home,"When Body Scale - New measurement from Withings, do Add a numerical value using Pryv. Pryv my weight (in lb) form Withings. Choose mass lb in the unit field",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0008,,,,,,
Body Scale - New measurement,Withings,Log your weight,UP by Jawbone,Withings weight -> UP,The built in withings connector sucks and often doesn't workThis do.,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using UP by Jawbone. Withings weight -> UP. The built in withings connector sucks and often doesn't workThis do.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0009,,,,,,
Body Scale - New measurement,Withings,Log your weight,UP by Jawbone,Log your weight from Withings to UP,Record your weight information from Withings into Jawbone UP.,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using UP by Jawbone. Log your weight from Withings to UP. Record your weight information from Withings into Jawbone UP.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0010,,,,,,
Body Scale - New measurement,Withings,Log your weight,UP by Jawbone,"Logs Weight in ""Withings"" to ""Up"".","Every time you step on a ""Withings"" scale and measure your weight, it logs the weight in ""Up"".",smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using UP by Jawbone. Logs Weight in ""Withings"" to ""Up"".. Every time you step on a ""Withings"" scale and measure your weight, it logs the weight in ""Up"".",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0011,,,,,,
New weight logged,Fitbit,Log your weight,UP by Jawbone,Log weight from Fitbit to Up,When you log your weight to fitbit log it to jawbone up as well,smart_home,smart_home,core_smart_home,"When New weight logged from Fitbit, do Log your weight using UP by Jawbone. Log weight from Fitbit to Up. When you log your weight to fitbit log it to jawbone up as well",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0012,,,,,,
New weight logged,Fitbit,Log your weight,UP by Jawbone,Synchronise Fitbit Weight with Jawbone,"Useful for Fitbit Aria users who don't have a Fitbit Tracker, as you can use UP's pedometer and Fitbit for weightUse this Applet to sync weights with UP, before being pushed to MFP or elsewhereFitbit doesn't play well with anything other than IFTTT, hence UP's involvement.",smart_home,smart_home,core_smart_home,"When New weight logged from Fitbit, do Log your weight using UP by Jawbone. Synchronise Fitbit Weight with Jawbone. Useful for Fitbit Aria users who don't have a Fitbit Tracker, as you can use UP's pedometer and Fitbit for weightUse this Applet to sync weights with UP, before being pushed to MFP or elsewhereFitbit doesn't play well with anything other than IFTTT, hence UP's involvement.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0013,,,,,,
New weight logged,Fitbit,Log your weight,UP by Jawbone,Log your weight from FitBit to UP,Log your weight from FitBit to UP,smart_home,smart_home,core_smart_home,"When New weight logged from Fitbit, do Log your weight using UP by Jawbone. Log your weight from FitBit to UP. Log your weight from FitBit to UP",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0014,,,,,,
New weight logged,Fitbit,Log your weight,Misfit,Record FitBit/Aria Weight on Misfit,I own the FitBit Aria Scale but use the Misfit Activity Tracker.,smart_home,smart_home,core_smart_home,"When New weight logged from Fitbit, do Log your weight using Misfit. Record FitBit/Aria Weight on Misfit. I own the FitBit Aria Scale but use the Misfit Activity Tracker.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0015,,,,,,
New weight logged,Fitbit,Blink lights,Philips Hue,"If new weight logged, then blink All lights","If new weight on FitBit logged, then blink All lights @hue",smart_home,smart_home,core_smart_home,"When New weight logged from Fitbit, do Blink lights using Philips Hue. If new weight logged, then blink All lights. If new weight on FitBit logged, then blink All lights @hue",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0016,,,,,,
New weight logged,Fitbit,Set dial label,Wink: Nimbus,Display Fitbit Aria weigh in Quirky Nimbus,This displays your weigh in from your Fitbit Aria to your Quirky Nimbus.,smart_home,smart_home,core_smart_home,"When New weight logged from Fitbit, do Set dial label using Wink: Nimbus. Display Fitbit Aria weigh in Quirky Nimbus. This displays your weigh in from your Fitbit Aria to your Quirky Nimbus.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0017,,,,,,
New weight logged,Fitbit,Disarm the security panel,HomeControl Flex,Disarm your system when you step on the scale each morning.,This will be like having a pressure sensitive disarm button in your bathroomThis is a great Applet because it is a daily habit that only happens when you are at home.,smart_home,smart_home,core_smart_home,"When New weight logged from Fitbit, do Disarm the security panel using HomeControl Flex. Disarm your system when you step on the scale each morning.. This will be like having a pressure sensitive disarm button in your bathroomThis is a great Applet because it is a daily habit that only happens when you are at home.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0018,,,,,,
New weight logged,Fitbit,Log your weight,Misfit,Misfit Weight Tracking,Connect FitBit Aria to Misfit wearables!,smart_home,smart_home,core_smart_home,"When New weight logged from Fitbit, do Log your weight using Misfit. Misfit Weight Tracking. Connect FitBit Aria to Misfit wearables!",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0019,,,,,,
New weight logged,Fitbit,Log your weight,Misfit,Get weight from Fitbit for Misfit,I own a FItbit Aria scale but I like using my Misfit shine for exercise.,smart_home,smart_home,core_smart_home,"When New weight logged from Fitbit, do Log your weight using Misfit. Get weight from Fitbit for Misfit. I own a FItbit Aria scale but I like using my Misfit shine for exercise.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0020,,,,,,
New weight logged,Fitbit,Blink lights,Philips Hue,blink your hue light when the fitbit aria scale has logged your weight.,"Saw that this was an option, as quite often early in the morning, i can't actually see the scale screenit seemed like something that also might benefit the more self conscious.",smart_home,smart_home,core_smart_home,"When New weight logged from Fitbit, do Blink lights using Philips Hue. blink your hue light when the fitbit aria scale has logged your weight.. Saw that this was an option, as quite often early in the morning, i can't actually see the scale screenit seemed like something that also might benefit the more self conscious.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0021,,,,,,
Body Scale - New measurement,Withings,Log your weight,Misfit,Log your weight in Misfit via Withings Body Scale (in Kg),Log your weight in Kg in Misfit via Withings Body Scale,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Misfit. Log your weight in Misfit via Withings Body Scale (in Kg). Log your weight in Kg in Misfit via Withings Body Scale",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0022,,,,,,
Body Scale - New measurement,Withings,Log your weight,Misfit,Logs your Withings weight to Misfit app.,"I'm trying to use this in order to add my weight to Noom CoachNot sure if it works, will update once I'm certain.",smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Misfit. Logs your Withings weight to Misfit app.. I'm trying to use this in order to add my weight to Noom CoachNot sure if it works, will update once I'm certain.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0023,,,,,,
Body Scale - New measurement,Withings,Log your weight,Misfit,Withings Weight to Misfit,Body Scale and Misfit App,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Misfit. Withings Weight to Misfit. Body Scale and Misfit App",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0024,,,,,,
New weight logged,Fitbit,Quick add event,Google Calendar,Add weight to calendar,add fitbit weight to calendar,smart_home,context,context_aware_smart_home,"When New weight logged from Fitbit, do Quick add event using Google Calendar. Add weight to calendar. add fitbit weight to calendar",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0025,,,,,,
New weight logged,Fitbit,Quick add event,Google Calendar,Add FitBit Aria weight to your Google calendar,Simply weigh on Aria and the data will be delivered to your Google calendar.,smart_home,context,context_aware_smart_home,"When New weight logged from Fitbit, do Quick add event using Google Calendar. Add FitBit Aria weight to your Google calendar. Simply weigh on Aria and the data will be delivered to your Google calendar.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0026,,,,,,
New weight logged,Fitbit,Quick add event,Google Calendar,Fitbit Weight to Google Calendar,This will add you weight to your google calendar for Historical purposes.,smart_home,context,context_aware_smart_home,"When New weight logged from Fitbit, do Quick add event using Google Calendar. Fitbit Weight to Google Calendar. This will add you weight to your google calendar for Historical purposes.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0027,,,,,,
New weight logged,Fitbit,Quick add event,Google Calendar,Track weight by day,This will save your weight to your google calendar,smart_home,context,context_aware_smart_home,"When New weight logged from Fitbit, do Quick add event using Google Calendar. Track weight by day. This will save your weight to your google calendar",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0028,,,,,,
New weight logged,Fitbit,Log your weight,Misfit,Fitbit weight gets added automatically to Misfit,Perfect for those with an Aria scale.It happens seamlessly.,smart_home,smart_home,core_smart_home,"When New weight logged from Fitbit, do Log your weight using Misfit. Fitbit weight gets added automatically to Misfit. Perfect for those with an Aria scale.It happens seamlessly.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0029,,,,,,
New weight logged,Fitbit,Log your weight,Misfit,Fitbit Aria Scale weight log to Misfit,Log your Fitbit Aria scale to your weight log in the Misfit application,smart_home,smart_home,core_smart_home,"When New weight logged from Fitbit, do Log your weight using Misfit. Fitbit Aria Scale weight log to Misfit. Log your Fitbit Aria scale to your weight log in the Misfit application",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0030,,,,,,
New weight logged,Fitbit,Log your weight,Misfit,Weight today,weight today Feb 2nd,smart_home,smart_home,core_smart_home,"When New weight logged from Fitbit, do Log your weight using Misfit. Weight today. weight today Feb 2nd",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0031,,,,,,
New weight logged,Fitbit,Log your weight,Misfit,Weigh in on Fitbit Aria and log it to Misfit,When you weigh in on a fitbit Aria scale it will push that info to your Misfit account,smart_home,smart_home,core_smart_home,"When New weight logged from Fitbit, do Log your weight using Misfit. Weigh in on Fitbit Aria and log it to Misfit. When you weigh in on a fitbit Aria scale it will push that info to your Misfit account",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0032,,,,,,
Body Scale - Weight measurement drops below,Withings,Blink lights,LIFX,"If goal weight, then flash lights",Use this formula to set mini goals in your weight loss journeySet a target goal weight and set Lifx to blink the lights.,smart_home,smart_home,core_smart_home,"When Body Scale - Weight measurement drops below from Withings, do Blink lights using LIFX. If goal weight, then flash lights. Use this formula to set mini goals in your weight loss journeySet a target goal weight and set Lifx to blink the lights.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0033,,,,,,
Body Scale - New measurement,Withings,Log your weight,Misfit,Withing Weight to Misfit,Withings weight to misfit weight automatically.,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Misfit. Withing Weight to Misfit. Withings weight to misfit weight automatically.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0034,,,,,,
Body Scale - Weight measurement rises above,Withings,Send a message to specified Triby IO,invoxia Triby IO,Warn me on my fridge when I gain weight,Display a message to refrain opening the fridge by displaying a message on the Triby sticked to its door.,smart_home,smart_home,core_smart_home,"When Body Scale - Weight measurement rises above from Withings, do Send a message to specified Triby IO using invoxia Triby IO. Warn me on my fridge when I gain weight. Display a message to refrain opening the fridge by displaying a message on the Triby sticked to its door.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0035,,,,,,
Body Scale - New measurement,Withings,Log your weight,Misfit,Withings to Misfit (KG),Pushing Withings measurements to Misfit in KG.,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Misfit. Withings to Misfit (KG). Pushing Withings measurements to Misfit in KG.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0036,,,,,,
Body Scale - New measurement,Withings,Log your weight,Misfit,WithMisWeight,Share weight Misfit,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Misfit. WithMisWeight. Share weight Misfit",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0037,,,,,,
Body Scale - New measurement,Withings,Log your weight,Misfit,Log weight from Withings scale and app to Misfit,This takes new weight values from Withings and logs them to Misfit,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Misfit. Log weight from Withings scale and app to Misfit. This takes new weight values from Withings and logs them to Misfit",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0038,,,,,,
Body Scale - New measurement,Withings,Log your weight,Misfit,Scale with Withings and save to Misfit,Scale with Withings and automatically save to Misfit,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Misfit. Scale with Withings and save to Misfit. Scale with Withings and automatically save to Misfit",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0039,,,,,,
Body Scale - New measurement,Withings,Log your weight,Misfit,Sync your weight in Misfit via Withings Body Scale,"When there is a new weight measurement from your Withings Body Scale, it will be automatically added to your Misfit profile.",smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Misfit. Sync your weight in Misfit via Withings Body Scale. When there is a new weight measurement from your Withings Body Scale, it will be automatically added to your Misfit profile.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0040,,,,,,
Body Scale - Weight measurement drops below,Withings,Turn on color loop,Philips Hue,"If your weight gets to your goal weight, then colour roll all your lights to let the world know!",All areas are editable so you can tune to your needs :),smart_home,smart_home,core_smart_home,"When Body Scale - Weight measurement drops below from Withings, do Turn on color loop using Philips Hue. If your weight gets to your goal weight, then colour roll all your lights to let the world know!. All areas are editable so you can tune to your needs :)",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0041,,,,,,
Body Scale - New measurement,Withings,Log your weight,Fitbit,Share Withing weight with Fitbit,Use the flask to pick which measurement is entered,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Fitbit. Share Withing weight with Fitbit. Use the flask to pick which measurement is entered",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0042,,,,,,
Body Scale - New measurement,Withings,Log your weight,Fitbit,Weight,weighing with fitbit,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Fitbit. Weight. weighing with fitbit",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0043,,,,,,
Body Scale - New measurement,Withings,Log your weight,Fitbit,Sync Withings to Fitbit,Want to publish your weight to Fitbit? This is the Recipe for you!,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Fitbit. Sync Withings to Fitbit. Want to publish your weight to Fitbit? This is the Recipe for you!",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0044,,,,,,
Body Scale - New measurement,Withings,Log your weight,Fitbit,withings to fitbit,Withings to fitbit,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Fitbit. withings to fitbit. Withings to fitbit",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0045,,,,,,
Body Scale - New measurement,Withings,Log your weight,Fitbit,withings to fitbit,withings to fitbit,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Fitbit. withings to fitbit. withings to fitbit",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0046,,,,,,
Body Scale - New measurement,Withings,Log your weight,Fitbit,My Stats,Wow will this work,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Fitbit. My Stats. Wow will this work",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0047,,,,,,
Body Scale - Weight measurement drops below,Withings,Send blink event,blink(1),"If I reach my goal weight, blink green","Enter your target weight and create a blink(1) rule named ""weight""",smart_home,smart_home,core_smart_home,"When Body Scale - Weight measurement drops below from Withings, do Send blink event using blink(1). If I reach my goal weight, blink green. Enter your target weight and create a blink(1) rule named ""weight""",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0048,,,,,,
Body Scale - New measurement,Withings,Log your weight,Fitbit,Body Fat and Weight,syncs body fat and weight to fitbit app,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Fitbit. Body Fat and Weight. syncs body fat and weight to fitbit app",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0049,,,,,,
Body Scale - New measurement,Withings,Log your weight,Fitbit,Links all WiThings Weight measurements with Fitbit,This will link all of your weight measurements with FitBit,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Fitbit. Links all WiThings Weight measurements with Fitbit. This will link all of your weight measurements with FitBit",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0050,,,,,,
Body Scale - New measurement,Withings,Log your weight,Fitbit,Load Your Weight from Withings into Fitbit (I am adding more text here in to see the max characters),"This is an easy way to share the weight measurement from one system into anotherFitbit doesn't allow triggers on weight but does accept adding it, so get a Withings scale and use it to push your weight from their system into Fitbit.",smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Fitbit. Load Your Weight from Withings into Fitbit (I am adding more text here in to see the max characters). This is an easy way to share the weight measurement from one system into anotherFitbit doesn't allow triggers on weight but does accept adding it, so get a Withings scale and use it to push your weight from their system into Fitbit.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0051,,,,,,
Daily activity summary,Misfit,Log your weight,Fitbit,Share weight between fitbit and misfit,Share weight between fitbit and misfit,smart_home,smart_home,core_smart_home,"When Daily activity summary from Misfit, do Log your weight using Fitbit. Share weight between fitbit and misfit. Share weight between fitbit and misfit",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0052,,,,,,
Body Scale - Weight measurement rises above,Withings,Change color,Philips Hue,Change lights red if target weight is exceeded,"Creates a visual reminder to make adjustments to food and activity choicesFor example, weigh yourself in your bedroom, then enter your kitchen illuminated 'warning' red.",smart_home,smart_home,core_smart_home,"When Body Scale - Weight measurement rises above from Withings, do Change color using Philips Hue. Change lights red if target weight is exceeded. Creates a visual reminder to make adjustments to food and activity choicesFor example, weigh yourself in your bedroom, then enter your kitchen illuminated 'warning' red.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0053,,,,,,
Blood Pressure Monitor - New measurement,Withings,Log an event,UP by Jawbone,Log #BloodPressure and #HeartRate on #JawboneUp,Only textUpdated once every 15 minutes.,smart_home,smart_home,core_smart_home,"When Blood Pressure Monitor - New measurement from Withings, do Log an event using UP by Jawbone. Log #BloodPressure and #HeartRate on #JawboneUp. Only textUpdated once every 15 minutes.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0054,,,,,,
Blood Pressure Monitor - New measurement,Withings,Log an event,UP by Jawbone,Blood pressure from Withings to Up,Blood pressure from Withings to Up,smart_home,smart_home,core_smart_home,"When Blood Pressure Monitor - New measurement from Withings, do Log an event using UP by Jawbone. Blood pressure from Withings to Up. Blood pressure from Withings to Up",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0055,,,,,,
Body Scale - Weight measurement drops below,Withings,Log a mood,UP by Jawbone,Celebrate threshold accomplishment,change UP mood to Amazing! When I reach 150 lbs.,smart_home,smart_home,core_smart_home,"When Body Scale - Weight measurement drops below from Withings, do Log a mood using UP by Jawbone. Celebrate threshold accomplishment. change UP mood to Amazing! When I reach 150 lbs.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0056,,,,,,
Body Scale - New measurement,Withings,Quick add event,Google Calendar,Record your Body Scale measurements as Google Calendar event,"Keep a record of your body scale measurements in Google calendarKeep focussed, keep healthy!",smart_home,context,context_aware_smart_home,"When Body Scale - New measurement from Withings, do Quick add event using Google Calendar. Record your Body Scale measurements as Google Calendar event. Keep a record of your body scale measurements in Google calendarKeep focussed, keep healthy!",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0057,,,,,,
Body Scale - New measurement,Withings,Quick add event,Google Calendar,Add Measurements to Google Calendar,Just a easy way to see your progress When you step on the scale it adds your measurements to google calendar for easy reference.,smart_home,context,context_aware_smart_home,"When Body Scale - New measurement from Withings, do Quick add event using Google Calendar. Add Measurements to Google Calendar. Just a easy way to see your progress When you step on the scale it adds your measurements to google calendar for easy reference.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0058,,,,,,
Body Scale - New measurement,Withings,Quick add event,Google Calendar,Publish WiThings Scale measurements to Google Calendar,I find its really useful to have all your fitness data in one place that you use a lot I love having all of my data on my calendar so I can reference it dailyThis Applet will publish all of your WiThings Scale measurements to your Google Calendar.,smart_home,context,context_aware_smart_home,"When Body Scale - New measurement from Withings, do Quick add event using Google Calendar. Publish WiThings Scale measurements to Google Calendar. I find its really useful to have all your fitness data in one place that you use a lot I love having all of my data on my calendar so I can reference it dailyThis Applet will publish all of your WiThings Scale measurements to your Google Calendar.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0059,,,,,,
Body Scale - New measurement,Withings,Quick add event,Google Calendar,Add weight to calendar,Add weight to calendar,smart_home,context,context_aware_smart_home,"When Body Scale - New measurement from Withings, do Quick add event using Google Calendar. Add weight to calendar. Add weight to calendar",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0060,,,,,,
Blood Pressure Monitor - New measurement,Withings,Quick add event,Google Calendar,Withings Blood pressure to Google Calendar,Use this recipe to log blood pressure entered into Withings to post results to your Google Calendar.,smart_home,context,context_aware_smart_home,"When Blood Pressure Monitor - New measurement from Withings, do Quick add event using Google Calendar. Withings Blood pressure to Google Calendar. Use this recipe to log blood pressure entered into Withings to post results to your Google Calendar.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0061,,,,,,
Body Scale - New measurement,Withings,Blink a device,Greenwave Systems,Blink a light when a new weight measurement is received,Blink a light when a new weight measurement is received.,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Blink a device using Greenwave Systems. Blink a light when a new weight measurement is received. Blink a light when a new weight measurement is received.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0062,,,,,,
Body Scale - New measurement,Withings,Disarm the security panel,HomeControl Flex,Disarm my system when I log my weight in the morning.,"Linking your daily habits to your security panel may seem odd, but it is smart! It saves a step for you each day and it makes your house more like the Jetson's.",smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Disarm the security panel using HomeControl Flex. Disarm my system when I log my weight in the morning.. Linking your daily habits to your security panel may seem odd, but it is smart! It saves a step for you each day and it makes your house more like the Jetson's.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0063,,,,,,
Body Scale - New measurement,Withings,Run a HomeSeer system event,HomeSeer,"IF new Withings weight, then run event",Will run a event when a new weight is registed,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Run a HomeSeer system event using HomeSeer. IF new Withings weight, then run event. Will run a event when a new weight is registed",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0064,,,,,,
Body Scale - New measurement,Withings,Log your weight,Fitbit,Log weight in kilograms to fitbit,"Once you're scale uploaded a new weight result to withings, it will be replicated to fitbit",smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Fitbit. Log weight in kilograms to fitbit. Once you're scale uploaded a new weight result to withings, it will be replicated to fitbit",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0065,,,,,,
Body Scale - New measurement,Withings,Log your weight,Fitbit,Easily log your weight to your fitbit,Simply choose the scale and select your fitbit.,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Fitbit. Easily log your weight to your fitbit. Simply choose the scale and select your fitbit.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0066,,,,,,
Body Scale - New measurement,Withings,Turn on,WeMo Insight Switch,Switch On Wemo As You Step On Your Body Scale - anythings.co,"If you are used to weigh yourself in the morning after showering for example, this Applet will let automatically switch on an appliance that you may us as you wake upIt can be your radio, your coffee machine whatever you like.Visit anythings.co to discover the best new smart devices, find compatible devices with your things and more.",smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Turn on using WeMo Insight Switch. Switch On Wemo As You Step On Your Body Scale - anythings.co. If you are used to weigh yourself in the morning after showering for example, this Applet will let automatically switch on an appliance that you may us as you wake upIt can be your radio, your coffee machine whatever you like.Visit anythings.co to discover the best new smart devices, find compatible devices with your things and more.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0067,,,,,,
Body Scale - New measurement,Withings,Log your weight,Fitbit,"If I weigh myself with my Withings scale, then update my weight in kg on Fitbit.",This for weight in kilograms,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Fitbit. If I weigh myself with my Withings scale, then update my weight in kg on Fitbit.. This for weight in kilograms",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0068,,,,,,
Body Scale - New measurement,Withings,Log your weight,Fitbit,Update Fitbit using Withing Scale,Update Fitbit using Withing Scale,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Fitbit. Update Fitbit using Withing Scale. Update Fitbit using Withing Scale",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0069,,,,,,
Body Scale - New measurement,Withings,Log your weight,Fitbit,Sync weight measurements between your Withings scale and Fitbit,Automatically sync your progress between these two smart fitness tools.,smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Fitbit. Sync weight measurements between your Withings scale and Fitbit. Automatically sync your progress between these two smart fitness tools.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0070,,,,,,
Body Scale - New measurement,Withings,Log your weight,Fitbit,Log my weight to Fitbit,"Enable Withings and Fitbit services, connect them.",smart_home,smart_home,core_smart_home,"When Body Scale - New measurement from Withings, do Log your weight using Fitbit. Log my weight to Fitbit. Enable Withings and Fitbit services, connect them.",14,14_switch appliance_devices things_applet let_blink light,T014,T014_S0071,,,,,,
